node1,node2
231,434
82,124
133,172
256,425
4,126
129,542
256,256
302,302
215,1
187,667
218,366
283,133
35,39
166,74
493,291
345,179
21,489
448,446
164,428
157,719
355,142
180,907
833,249
160,240
856,107
495,228
419,474
878,35
533,40
129,526
498,238
393,283
816,470
536,184
329,434
62,859
443,547
387,150
681,350
486,94
346,206
360,371
414,479
589,282
498,7
393,379
161,141
330,74
79,79
211,364
641,301
336,438
214,211
79,47
211,518
211,236
438,136
33,29
64,74
429,273
206,203
455,444
86,326
163,145
300,475
172,123
932,495
263,897
326,327
448,428
283,548
92,160
189,679
338,914
128,490
320,283
404,99
593,201
169,434
211,473
86,756
450,212
214,352
353,687
644,269
129,458
541,181
84,119
707,213
308,295
86,533
355,46
498,496
317,226
776,203
131,283
340,811
262,347
356,356
405,145
430,141
240,240
424,950
107,179
443,444
545,785
198,197
393,121
129,184
408,552
726,85
266,12
563,563
133,417
113,245
859,685
510,86
29,133
95,128
184,434
851,907
160,821
161,129
405,456
157,321
121,110
307,206
160,337
114,976
971,570
174,665
15,274
225,283
404,62
265,267
756,227
86,85
671,690
427,31
143,340
245,40
957,141
408,832
756,74
872,182
212,546
178,351
17,518
581,205
204,593
51,143
28,165
16,282
101,131
233,240
164,424
167,483
101,96
641,748
162,283
41,232
176,656
123,302
115,932
121,263
250,395
252,286
357,68
466,466
300,303
5,868
333,121
82,80
218,36
85,310
754,62
652,108
131,211
42,667
295,103
423,423
136,169
447,335
131,121
158,238
180,468
206,918
358,141
245,329
754,555
300,269
424,445
160,559
872,17
357,5
242,132
38,579
641,371
422,19
310,17
220,223
305,411
527,96
255,210
455,115
387,378
168,167
511,306
499,503
32,26
552,132
592,334
7,5
301,108
283,405
281,2
62,509
201,342
20,326
549,1
17,612
377,344
116,123
262,191
357,105
360,570
283,758
132,194
168,14
290,584
368,377
270,278
28,24
665,665
16,424
107,207
885,21
245,337
482,162
930,926
69,64
291,14
440,266
14,65
411,166
932,371
342,345
173,21
167,51
529,602
107,495
5,157
82,410
42,188
557,83
53,128
338,121
474,62
212,408
235,210
980,470
593,482
106,467
745,282
196,201
552,137
597,142
322,45
401,457
387,387
152,187
424,240
817,515
546,233
18,221
333,925
252,137
150,381
115,152
16,210
249,159
249,253
424,290
500,569
166,536
582,84
518,424
113,547
287,80
359,608
460,81
96,121
231,526
150,820
390,385
7,956
46,283
640,114
20,329
80,431
298,685
401,835
66,252
136,165
482,78
150,215
953,28
142,128
187,546
611,389
98,64
42,474
261,51
181,172
177,331
971,710
353,106
19,49
134,5
498,267
198,202
929,269
87,160
110,474
70,433
83,280
282,318
167,575
908,592
183,121
506,44
68,69
168,822
417,437
89,515
47,339
932,597
160,228
28,953
172,47
84,780
154,533
3,256
213,720
370,361
525,466
300,128
129,362
978,165
199,918
424,68
590,27
377,593
264,406
16,157
409,504
249,141
223,121
303,81
240,963
707,499
339,14
211,285
254,226
90,328
133,129
898,481
300,158
5,492
444,423
27,721
371,212
63,16
976,171
218,482
204,776
106,548
300,638
74,226
420,106
183,281
113,168
191,343
42,209
255,169
310,249
455,847
557,51
374,406
135,914
538,92
353,618
918,94
80,815
523,618
138,809
74,152
295,459
170,471
424,113
627,809
81,105
142,28
123,103
373,306
393,719
419,81
537,170
133,482
589,607
932,820
243,319
57,880
128,129
577,757
105,154
169,464
63,271
290,231
41,482
377,839
176,129
5,74
104,103
65,358
420,64
63,532
0,101
347,122
172,228
160,526
560,282
147,189
441,233
581,557
361,107
2,63
191,283
377,384
183,478
304,369
455,455
510,8
160,8
0,309
224,64
14,128
367,39
607,249
173,155
821,163
68,184
421,268
170,261
234,828
843,290
494,24
281,57
336,338
419,351
908,197
549,296
401,401
337,23
249,296
13,520
231,249
455,263
129,128
86,47
121,189
169,30
546,422
618,618
309,615
455,464
829,168
123,275
40,245
210,252
255,255
283,389
160,222
333,442
429,929
69,713
549,360
443,26
333,155
226,128
253,405
155,213
160,92
328,66
495,363
290,493
210,160
113,106
47,107
809,55
408,285
291,142
601,523
167,426
420,212
232,6
314,52
13,450
277,180
199,207
251,172
373,372
136,116
211,304
569,9
290,210
480,550
233,460
820,64
281,3
581,450
63,175
165,212
434,506
437,860
265,451
345,130
263,16
417,444
3,601
42,58
13,114
346,409
495,83
329,187
285,809
99,124
232,1000
184,536
314,222
690,160
543,87
820,13
258,357
146,18
105,362
337,115
84,444
263,527
253,20
293,11
332,523
129,116
118,84
695,734
100,354
184,162
448,46
4,3
60,104
153,211
339,136
370,414
39,40
533,499
129,308
96,604
553,482
64,183
776,94
4,145
440,399
391,182
32,438
448,15
922,529
139,446
481,55
370,318
451,7
492,152
473,460
333,847
484,143
165,115
303,114
537,526
513,365
776,749
31,261
340,405
106,419
62,591
429,335
589,212
166,69
499,43
243,252
142,282
308,424
10,508
44,51
209,365
157,386
473,19
13,271
362,496
44,424
448,429
180,289
83,153
86,366
137,80
648,648
294,493
541,764
151,24
451,487
473,627
324,11
44,82
54,698
42,74
284,6
21,189
593,51
83,115
366,165
129,275
170,36
106,5
170,360
389,157
212,453
180,345
635,137
27,30
137,281
231,351
179,351
128,13
89,88
133,581
29,169
229,30
163,166
756,223
137,371
178,345
178,191
132,424
249,856
971,805
160,377
638,46
358,407
420,452
23,932
525,913
367,531
232,51
84,62
150,377
149,490
235,244
121,363
82,567
101,65
125,124
252,96
498,446
73,330
169,340
82,292
288,432
137,121
200,820
566,569
82,495
530,365
492,48
115,340
106,607
957,569
114,892
309,310
81,215
399,129
342,342
249,106
128,203
404,601
342,199
496,496
254,31
112,375
68,550
62,662
411,126
53,178
5,191
105,358
236,208
271,132
213,441
401,493
158,599
353,354
321,61
5,466
183,366
169,251
540,184
142,263
581,51
249,569
20,932
615,87
181,295
252,211
59,192
963,236
592,448
27,121
401,172
171,318
5,105
301,931
160,282
255,249
337,6
156,377
812,366
570,570
22,301
377,379
121,395
865,194
233,166
971,695
145,299
813,168
695,147
533,541
83,114
114,48
466,856
31,256
367,115
66,48
210,82
424,274
922,922
409,306
74,18
62,262
930,208
748,377
143,86
211,305
459,434
87,58
259,86
165,38
295,295
82,169
46,272
124,354
74,560
28,405
859,411
666,452
79,78
267,61
103,378
896,21
265,264
190,160
418,68
630,630
13,126
333,58
234,166
290,706
107,45
100,96
905,215
60,133
105,450
309,73
209,490
7,707
116,74
553,134
54,249
430,421
48,37
58,210
495,360
371,106
115,252
420,30
252,3
305,285
10,173
408,208
401,362
306,728
393,320
216,142
340,547
747,509
380,65
317,310
818,86
515,94
63,164
36,438
86,68
920,230
142,233
5,900
183,410
269,140
117,62
106,107
685,520
156,345
303,137
44,332
420,105
217,282
356,142
581,310
908,917
581,77
77,105
9,765
419,789
404,687
509,81
89,305
62,467
13,35
979,316
120,120
424,434
13,128
470,96
526,457
183,187
62,546
170,419
252,404
913,856
295,296
146,81
252,63
242,105
29,32
169,133
405,268
128,41
423,76
173,68
493,107
283,0
424,210
280,167
89,10
461,592
98,932
160,107
52,61
28,80
176,333
280,232
29,409
114,169
69,353
579,335
488,141
194,586
452,359
80,142
154,105
263,443
59,57
108,190
271,305
253,184
342,393
183,252
41,751
258,477
160,610
59,971
82,353
143,478
107,468
24,964
723,723
623,86
342,257
493,105
480,86
57,54
380,387
526,294
473,362
379,181
114,208
671,187
816,816
137,285
493,424
434,252
433,49
145,462
316,468
96,119
856,558
340,473
16,174
250,320
440,542
169,35
448,273
345,352
59,412
176,232
358,530
160,347
481,421
296,397
282,129
11,498
494,2
26,38
160,381
327,249
159,105
451,558
518,226
512,366
321,810
96,370
527,444
17,427
282,223
282,355
480,418
3,208
139,592
28,62
494,932
13,172
301,216
252,880
498,241
366,215
44,128
137,663
213,8
282,932
210,513
183,518
69,715
189,82
562,425
166,376
23,464
13,65
80,480
229,170
62,201
508,212
283,365
58,832
86,131
142,133
209,587
401,664
417,547
495,222
170,336
569,249
160,195
160,424
491,390
165,13
579,46
504,293
105,160
820,421
303,256
424,401
147,166
200,918
390,389
258,421
500,264
254,296
161,661
21,121
375,476
295,386
494,108
638,589
168,424
226,459
128,207
504,407
160,42
581,0
115,492
377,163
560,276
35,37
418,710
54,807
183,165
212,508
300,896
541,215
252,241
168,278
720,11
311,106
273,273
488,496
7,362
4,532
81,114
336,135
440,94
210,290
69,325
133,399
660,660
88,924
215,756
129,460
615,249
165,89
17,42
282,255
167,232
818,533
489,473
474,366
38,37
856,466
426,572
206,290
122,191
426,168
335,274
13,23
295,60
254,169
221,18
157,182
372,134
351,321
832,131
385,295
138,990
137,552
411,96
333,154
271,13
405,889
809,88
178,350
641,163
38,722
264,161
5,5
93,473
185,687
678,48
183,430
11,956
569,674
206,751
602,183
173,147
284,167
23,785
685,252
376,380
252,105
286,571
114,62
404,937
510,9
610,57
80,187
177,321
233,494
146,533
69,287
380,391
198,203
936,284
494,165
745,221
213,707
86,526
21,174
283,494
69,420
165,96
300,124
17,696
820,52
454,160
34,588
183,198
353,796
929,933
5,215
333,318
738,63
820,232
427,431
133,261
58,83
374,504
102,517
592,353
96,31
215,187
820,62
180,346
269,121
366,312
495,203
236,121
393,86
406,11
63,896
462,256
82,453
40,151
86,290
87,255
2,517
14,389
776,41
255,152
282,210
455,114
62,143
809,4
129,365
232,206
249,81
808,808
6,412
149,656
53,157
65,290
136,464
497,419
431,431
128,62
720,700
506,452
53,103
674,265
238,86
504,86
417,32
474,427
129,932
428,592
681,133
86,470
13,579
244,422
28,588
554,482
354,354
690,106
527,5
152,404
747,106
106,283
615,269
121,132
661,700
548,278
172,14
355,303
494,90
52,52
345,256
160,10
797,605
114,686
366,317
615,142
425,65
409,138
277,167
495,60
387,118
413,450
756,86
69,69
393,71
254,173
411,114
54,412
106,356
48,261
444,96
75,261
184,13
46,269
248,372
168,280
160,504
305,949
180,160
387,388
121,693
5,209
329,476
543,405
59,89
340,932
129,176
284,301
826,195
4,738
46,106
186,531
175,137
305,55
42,105
82,445
18,167
152,70
366,229
105,533
441,8
420,128
107,69
87,21
63,412
508,325
557,205
77,78
7,407
257,544
177,344
495,419
128,249
5,120
441,264
258,375
549,550
41,207
27,494
73,560
107,314
495,118
204,205
160,56
548,531
304,252
339,417
177,533
84,70
589,160
932,326
82,474
900,860
562,14
97,662
546,526
647,93
176,177
295,62
377,179
429,216
105,145
210,114
932,586
180,434
11,421
356,160
149,149
0,283
129,623
9,19
465,83
87,166
949,211
21,364
424,304
387,380
390,459
651,2
183,69
77,121
77,79
379,389
82,371
332,359
193,63
328,329
38,474
243,64
357,142
63,54
280,289
371,169
62,450
358,105
176,576
249,215
165,30
14,51
23,135
434,183
371,371
273,15
60,378
533,434
494,494
160,166
444,455
42,245
58,195
145,147
28,20
316,146
220,434
97,97
517,192
252,169
140,46
460,80
542,401
591,96
148,180
261,438
18,295
62,306
413,526
218,341
41,95
860,169
411,285
368,375
459,21
949,949
93,41
459,331
187,533
92,498
621,278
260,69
592,269
209,5
13,461
375,477
285,426
173,87
465,473
448,269
748,121
233,62
588,545
252,174
201,197
10,366
664,93
957,19
104,61
121,107
54,89
128,157
210,365
233,404
60,387
285,408
389,611
183,90
218,18
201,93
822,86
59,685
399,526
478,477
283,62
803,767
932,211
473,419
856,498
35,107
126,723
173,728
61,758
212,550
546,256
41,204
210,371
221,249
95,918
249,172
393,166
65,440
157,308
18,85
61,266
719,121
183,133
160,431
393,546
409,28
6,55
440,458
738,809
84,144
43,498
815,286
255,282
314,228
28,63
922,53
412,812
297,311
62,285
907,903
82,340
82,74
13,748
638,340
160,369
25,10
68,494
200,128
341,222
124,896
173,300
129,107
730,160
64,238
84,752
932,163
234,244
366,68
338,169
42,81
56,520
113,925
90,409
551,86
121,30
138,59
233,612
464,280
581,139
303,423
288,162
113,28
281,411
283,86
820,79
40,417
498,569
24,23
179,365
206,107
411,552
474,254
609,24
710,418
615,21
303,551
529,922
157,174
529,699
845,89
361,370
211,283
366,693
263,361
11,700
181,167
474,90
161,264
464,165
963,643
139,819
385,389
434,353
563,572
19,360
411,537
284,155
376,64
87,115
234,654
42,115
14,172
420,186
58,88
128,82
707,441
556,232
486,232
153,474
84,111
380,656
28,473
695,164
466,6
447,62
311,459
486,714
411,308
314,160
809,707
184,420
332,707
3,102
147,615
61,498
438,590
264,823
371,129
932,210
608,466
826,6
82,372
209,62
52,820
63,281
406,699
121,118
642,106
546,490
411,192
389,486
473,490
152,467
809,465
170,753
971,325
480,106
44,506
791,612
420,314
172,493
738,59
424,58
305,5
268,74
162,532
23,964
176,181
520,183
152,494
404,124
179,128
234,234
13,214
74,690
283,160
259,536
81,509
86,395
971,284
64,733
494,543
286,532
577,578
74,228
428,461
88,809
371,46
16,338
25,545
58,615
24,39
413,176
482,553
810,301
483,483
290,107
411,195
381,61
411,333
160,541
580,580
412,193
30,151
201,5
695,106
520,54
651,434
141,529
370,333
411,987
308,494
166,529
17,282
86,79
307,18
470,494
114,4
707,856
231,277
590,30
139,164
60,342
107,18
615,333
17,654
246,608
331,73
325,69
412,195
16,308
4,58
82,17
195,192
367,419
132,234
210,210
579,446
93,143
6,571
976,527
56,54
17,297
322,272
169,734
351,283
813,403
544,607
238,758
105,180
129,21
64,395
25,40
738,2
79,419
981,919
114,129
214,128
0,17
142,577
212,147
859,3
963,159
60,385
235,319
101,120
18,215
86,687
917,51
362,165
249,654
356,329
62,627
18,317
546,474
333,165
142,820
349,180
545,462
393,607
231,292
107,747
461,533
352,346
215,17
473,498
411,481
275,275
918,776
537,178
83,154
211,464
573,166
99,97
58,105
164,695
306,733
455,333
700,441
62,172
30,35
268,405
159,160
104,394
153,393
33,282
256,106
165,261
525,765
376,390
515,290
184,549
44,160
264,499
178,656
560,316
970,128
254,46
531,438
450,129
420,163
860,123
82,489
238,587
917,40
357,212
256,283
453,170
82,550
486,63
533,290
486,5
182,182
64,354
196,197
57,4
84,338
859,408
151,142
295,486
44,407
62,441
420,18
340,167
429,428
132,54
89,552
258,478
121,143
474,142
936,129
107,115
14,221
31,24
2,160
368,52
459,190
35,14
114,168
434,471
569,754
38,370
137,107
28,721
421,529
431,160
509,518
188,282
200,776
300,434
113,473
833,7
252,252
619,96
390,756
40,953
120,218
147,107
18,86
256,493
283,211
26,135
277,284
489,132
262,215
15,45
547,47
160,138
307,226
17,386
253,162
309,225
440,241
367,106
666,11
531,686
164,137
714,413
174,395
147,152
56,685
573,525
700,247
318,48
379,376
211,513
82,163
57,5
597,597
513,490
423,443
373,812
232,284
281,131
18,420
263,405
93,543
525,729
236,249
391,321
223,221
856,823
90,62
495,460
206,284
105,474
211,932
62,736
3,434
459,490
4,845
154,654
545,590
300,187
57,138
114,229
952,69
214,215
486,365
214,179
333,84
409,29
139,140
128,557
114,405
63,243
896,404
419,542
184,329
169,169
211,55
142,375
613,117
65,525
394,628
158,927
110,91
494,366
281,105
513,21
320,628
69,671
132,271
158,243
165,883
106,145
936,572
121,215
209,96
424,367
50,49
272,446
106,420
118,756
820,136
119,333
256,474
45,139
438,261
223,177
303,170
81,16
318,160
105,199
623,791
141,359
564,304
499,232
17,189
465,189
84,441
377,872
816,753
438,40
164,170
546,145
87,269
148,150
49,643
142,333
232,5
3,281
63,169
238,194
420,568
426,232
649,121
438,5
404,404
74,254
146,226
61,377
490,460
141,856
129,291
544,813
87,856
420,363
299,80
115,212
13,13
211,238
376,262
2,273
473,404
44,967
172,365
404,45
184,183
249,355
665,2
107,139
212,641
62,12
14,291
311,17
269,404
404,97
434,419
143,143
30,27
572,434
162,90
549,187
445,557
464,93
113,527
313,623
86,285
280,206
283,106
52,232
608,499
21,513
40,448
253,607
560,75
461,322
121,642
467,509
343,191
820,107
363,351
518,513
65,840
520,412
719,397
164,2
154,107
13,390
177,86
434,249
160,356
10,105
499,700
328,108
82,211
46,3
106,311
165,32
357,474
41,42
607,128
31,32
184,256
107,180
86,94
211,243
932,113
152,333
183,405
373,714
112,91
373,552
23,35
329,356
4,183
290,86
499,602
169,6
368,150
148,149
177,377
249,419
310,85
266,498
145,166
185,404
69,418
86,95
851,214
387,381
363,518
249,62
426,65
730,107
543,672
348,191
582,508
859,62
411,698
63,826
41,460
82,219
164,273
557,395
155,1
105,285
62,365
533,32
93,337
101,100
665,174
215,64
17,366
167,277
73,74
201,86
60,376
232,53
551,663
80,356
86,42
512,162
141,7
695,183
212,329
164,335
367,155
339,26
135,251
913,183
54,63
158,239
0,560
93,336
82,236
249,577
408,286
504,7
678,509
409,35
48,245
30,337
552,211
0,166
218,340
544,817
123,172
151,23
424,142
13,318
41,93
5,140
285,183
160,36
121,223
321,150
685,647
95,41
156,645
183,168
284,130
129,161
165,119
255,712
183,212
493,256
183,19
336,260
159,926
62,498
207,199
431,152
345,178
74,764
103,296
84,110
375,96
599,304
429,579
28,363
820,53
113,84
275,160
280,231
310,78
341,309
316,223
421,86
121,174
41,581
638,126
209,16
912,765
592,140
823,19
592,933
121,163
408,57
5,237
859,849
80,28
564,638
405,108
80,490
462,561
211,611
21,327
493,84
566,570
14,64
810,511
438,655
358,500
518,546
91,89
377,156
163,654
82,752
327,5
859,815
473,473
55,412
9,421
303,242
377,280
338,37
86,518
183,509
284,292
2,481
360,265
458,543
74,116
142,187
62,70
303,544
121,226
41,169
132,166
62,190
303,329
377,378
362,401
137,272
666,86
17,533
59,809
560,321
216,446
330,330
93,426
17,872
191,142
27,878
121,411
363,114
88,137
374,500
214,278
19,121
199,1
305,271
298,106
981,547
329,469
427,162
83,107
92,86
106,17
971,20
37,32
340,251
261,427
720,529
490,356
474,66
174,250
128,196
424,404
167,53
86,963
419,302
588,494
481,2
157,284
114,47
180,493
690,400
504,246
65,199
408,138
265,500
405,896
121,99
169,638
310,340
164,62
536,214
2,886
440,14
186,31
483,47
810,88
428,429
192,59
346,133
155,849
201,776
282,290
106,46
126,137
308,283
11,128
412,665
430,128
20,366
141,674
13,581
58,212
971,235
355,356
408,408
254,152
106,142
377,250
44,661
182,392
394,60
528,489
562,401
6,275
191,160
430,65
166,86
607,420
434,152
115,263
126,411
7,246
438,455
353,121
320,593
495,283
345,343
95,94
343,820
441,362
7,502
118,409
971,321
971,277
480,282
518,771
11,754
544,107
169,135
252,87
840,440
742,614
482,340
498,43
175,58
269,932
147,316
177,440
440,840
269,166
12,213
263,274
129,493
174,284
93,482
97,100
258,108
242,926
404,518
24,31
611,938
28,340
351,419
86,855
137,210
193,195
232,113
5,445
900,987
287,21
106,114
223,212
647,647
411,323
411,738
971,457
498,967
69,424
255,329
280,294
44,283
272,448
145,105
7,8
132,142
282,411
5,828
84,582
533,147
250,321
215,218
138,409
74,231
99,937
135,116
246,856
828,106
283,295
198,5
397,320
424,183
70,62
466,64
58,845
640,124
183,211
80,329
132,807
108,108
64,397
992,992
184,422
93,136
182,150
64,306
437,115
237,243
139,541
163,422
502,504
42,19
74,227
813,399
63,278
184,298
258,198
86,264
28,183
128,166
261,96
515,270
285,562
170,256
282,16
86,197
63,88
434,165
14,277
52,157
245,367
478,306
447,676
63,4
154,820
352,41
299,546
474,474
976,113
856,950
31,612
101,353
118,132
263,114
466,529
107,87
301,428
183,20
143,166
376,60
492,678
107,31
107,57
11,504
822,494
860,375
482,228
211,45
313,17
499,332
35,35
269,5
107,17
362,362
549,268
147,434
97,98
459,221
17,0
283,577
803,803
4,283
230,21
537,380
800,533
411,988
62,459
20,96
420,278
269,64
172,65
464,820
352,350
661,823
0,103
131,612
377,575
318,76
333,133
121,83
395,250
612,212
611,270
183,95
343,681
114,363
105,158
69,480
27,62
363,283
376,103
482,554
83,693
280,133
216,139
412,434
300,68
550,106
173,173
85,17
232,65
342,60
64,411
426,280
417,30
303,56
229,338
170,513
165,340
180,41
615,17
47,483
282,87
249,84
62,418
612,347
115,336
300,405
145,58
50,433
106,226
452,573
484,822
608,332
179,180
981,485
730,64
826,803
211,96
209,518
260,93
113,442
971,973
160,589
86,203
268,316
592,321
158,233
526,576
285,586
379,316
474,663
458,275
58,305
912,504
418,184
433,217
44,10
880,685
64,87
158,132
493,65
142,68
533,106
181,368
57,126
651,272
142,856
121,458
666,12
187,80
249,367
17,422
339,883
665,137
166,399
13,146
121,661
707,465
918,204
455,271
344,200
160,61
450,623
194,859
495,526
291,181
746,746
37,229
180,284
50,152
5,236
748,182
461,272
371,13
424,28
114,105
106,73
481,950
158,174
480,223
137,46
65,176
549,671
96,400
212,64
153,50
551,299
393,377
379,395
199,338
820,123
41,203
412,809
338,439
443,113
397,179
62,749
147,145
917,27
108,110
215,60
393,421
371,99
58,86
425,543
568,168
114,121
160,736
160,495
699,845
474,23
486,417
249,462
424,375
278,278
173,404
249,489
471,671
282,107
58,303
932,23
20,166
450,160
816,987
349,262
355,282
15,62
412,481
377,150
393,390
326,143
46,16
189,550
930,158
671,356
330,223
820,493
5,47
358,247
6,880
299,6
31,36
917,820
281,183
183,215
426,290
168,611
221,0
230,82
23,82
194,685
137,194
725,370
546,209
478,357
512,155
4,586
174,208
909,183
183,400
73,756
5,809
62,79
932,253
329,329
458,183
107,417
129,546
536,86
29,33
409,497
214,206
83,259
173,20
86,553
56,63
133,493
257,180
54,208
85,314
251,123
28,133
649,246
32,27
845,6
282,218
169,210
346,6
105,86
222,467
42,44
700,238
566,452
93,168
173,259
674,504
89,304
400,509
303,59
331,19
494,466
105,453
45,124
564,263
58,126
95,200
271,57
424,357
183,155
714,425
538,538
82,454
376,182
308,411
199,121
64,42
369,303
285,921
309,314
419,68
241,241
88,89
25,459
349,64
10,64
278,179
412,105
39,39
173,896
362,62
427,950
183,12
444,547
390,438
528,271
525,11
46,371
375,367
212,28
685,298
182,380
294,301
363,152
478,90
257,426
643,49
424,115
376,250
483,764
86,190
170,145
254,17
236,62
900,40
346,172
344,149
592,335
300,367
418,299
352,178
699,529
212,106
375,889
366,134
443,366
285,533
698,54
390,308
355,283
129,450
710,272
352,342
151,748
103,179
63,252
499,406
216,62
433,84
429,160
240,931
160,353
338,107
21,283
211,21
222,18
79,531
852,415
241,592
419,180
546,856
211,155
229,39
282,132
132,160
223,17
859,665
592,100
932,338
48,643
38,915
160,397
160,496
655,183
133,162
97,354
3,194
63,355
529,11
13,497
170,64
96,160
768,100
494,576
0,313
35,38
42,820
206,207
39,27
820,618
419,490
933,429
131,55
160,481
400,96
38,245
41,180
747,710
271,809
121,568
48,48
422,601
222,227
880,859
133,531
282,531
164,164
246,421
165,40
297,17
262,278
187,256
159,11
188,671
124,300
61,434
256,154
495,316
405,758
292,611
166,2
244,301
352,345
434,226
334,448
107,509
400,728
453,283
438,482
747,549
96,76
212,589
318,424
292,176
373,121
4,192
812,991
121,552
21,325
232,525
533,87
366,521
533,303
662,107
170,96
113,280
152,147
958,962
320,434
232,60
19,661
344,156
458,62
74,223
367,427
169,229
13,29
520,20
4,625
813,817
121,23
418,509
80,222
340,62
473,393
242,13
513,226
141,64
661,362
494,268
146,17
621,149
87,963
86,154
166,133
434,11
370,547
349,402
118,549
63,854
81,494
901,137
233,82
45,322
84,229
333,77
58,809
898,230
681,157
195,803
166,303
504,141
278,292
820,749
169,338
922,487
34,434
28,23
640,185
160,287
121,338
809,2
322,676
427,121
380,120
361,34
525,525
670,670
937,64
215,295
590,40
845,865
274,21
443,725
820,172
212,142
114,82
320,380
212,183
133,113
62,314
278,342
333,983
516,516
375,679
306,10
339,35
54,55
748,222
346,511
104,179
377,130
357,375
211,131
106,129
529,213
28,96
17,224
564,281
581,79
86,318
533,204
76,423
493,543
207,207
14,430
171,847
64,950
28,545
121,368
375,80
89,333
258,142
435,942
165,545
516,5
254,366
167,181
17,222
107,327
63,212
334,322
485,442
2,405
115,318
278,611
168,615
211,552
460,419
366,859
174,408
87,448
143,128
118,20
286,137
87,909
293,506
388,104
526,199
63,209
441,107
484,64
221,313
13,357
484,572
929,929
127,613
926,234
172,27
87,812
444,444
856,212
154,155
342,178
116,114
8,672
266,324
46,216
417,423
518,211
441,566
8,569
486,356
138,420
419,121
106,20
191,122
412,4
258,111
132,518
536,546
129,187
8,12
100,185
93,93
303,4
385,378
123,455
82,191
107,173
30,820
114,367
102,412
452,649
153,107
310,105
213,956
157,149
665,63
375,411
338,31
426,245
211,194
76,119
485,114
351,329
404,474
284,157
303,411
409,244
376,295
423,5
116,39
87,128
793,206
498,452
17,85
457,294
104,181
300,371
822,280
422,58
160,263
82,137
376,392
569,141
86,37
495,82
295,628
214,413
201,198
457,425
2,86
200,51
932,489
285,57
198,167
41,336
179,345
233,433
63,2
418,129
249,58
62,77
273,428
520,174
409,421
29,31
481,96
158,107
826,832
191,434
303,249
280,493
31,170
932,212
96,100
165,290
143,482
417,96
425,874
62,90
23,23
448,933
527,64
344,262
183,154
106,582
84,624
528,528
747,667
225,189
981,113
172,847
167,751
179,191
174,685
46,139
400,678
86,152
56,532
321,697
405,19
153,859
151,35
169,136
437,847
137,21
435,519
107,96
30,28
69,105
89,89
293,141
411,209
292,822
114,983
560,74
434,163
236,587
473,327
198,168
68,160
189,663
248,259
374,503
285,698
101,380
209,420
105,550
189,1
97,404
58,87
460,170
271,698
564,338
440,450
300,495
367,361
198,820
13,327
5,279
332,358
16,283
448,45
592,447
306,509
116,136
233,63
560,27
65,51
546,163
493,232
142,184
346,820
28,33
529,166
710,189
127,92
245,361
106,11
494,252
114,78
82,854
655,223
107,401
249,2
84,471
316,268
62,21
34,38
82,132
329,113
141,913
64,6
932,453
129,28
63,28
420,367
371,97
64,375
103,377
411,283
133,79
263,423
900,115
189,911
963,83
849,849
541,209
115,443
506,293
20,222
87,300
733,733
118,420
62,230
320,377
30,129
170,427
165,151
346,157
82,30
756,118
42,212
13,949
13,840
312,232
548,377
272,46
820,93
598,134
320,232
17,146
419,356
541,107
342,348
544,105
926,931
700,720
201,395
82,106
405,89
92,96
233,124
2,865
361,151
198,128
556,531
87,253
427,47
407,503
24,494
922,498
264,359
2,411
497,340
74,42
812,217
50,87
340,494
248,330
128,118
418,287
367,169
142,64
533,361
280,303
593,350
5,97
170,26
285,254
99,98
245,318
333,518
490,490
51,205
211,949
444,485
400,260
167,206
392,392
93,129
443,485
121,333
160,161
489,105
515,93
273,164
143,548
291,346
321,440
4,360
922,822
206,199
390,182
339,547
321,904
182,368
160,181
681,123
305,208
900,438
913,707
593,820
86,822
434,161
87,106
806,89
989,329
342,575
64,222
615,492
375,756
333,516
234,209
121,654
695,189
547,113
82,189
282,812
272,271
427,282
566,247
116,261
179,339
419,161
96,333
655,655
533,493
559,160
26,442
303,96
246,266
312,228
423,444
20,260
971,520
345,351
64,926
210,132
420,305
65,870
115,420
81,86
2,238
115,170
369,304
303,924
367,36
450,329
13,32
312,841
832,252
455,123
242,243
212,145
230,282
62,256
28,339
137,166
165,590
163,249
730,301
142,77
481,58
238,234
236,371
4,685
128,201
480,69
508,189
379,719
271,448
932,490
355,212
160,223
176,204
478,121
166,422
450,14
158,434
63,211
30,82
52,314
198,593
548,497
976,76
140,592
516,517
612,393
107,129
301,189
351,320
509,972
211,990
80,184
803,990
358,264
21,551
470,455
473,447
253,671
81,303
183,58
355,546
82,424
107,163
503,44
427,151
128,343
160,206
114,211
215,283
61,265
367,261
486,113
700,661
695,259
563,290
820,343
252,571
129,214
63,56
707,73
405,129
19,823
115,172
809,826
116,133
424,316
783,16
26,170
533,458
66,112
281,13
11,240
198,95
143,133
933,46
663,679
434,296
326,543
58,665
546,518
316,420
936,546
80,508
160,676
20,72
13,413
142,597
142,667
52,185
615,253
155,520
2,13
295,255
3,571
4,162
376,397
918,377
273,4
62,300
235,234
222,316
733,825
318,263
342,376
215,331
301,118
215,301
121,222
333,919
269,473
147,154
157,103
723,825
160,194
296,179
17,142
473,581
765,499
183,170
271,481
281,174
75,367
84,75
458,142
63,59
543,170
343,129
85,221
976,245
847,113
90,183
76,96
264,533
62,2
234,931
1001,4
390,296
813,275
222,74
169,900
177,221
661,12
460,211
301,22
426,318
115,135
